PIN	BANK	ROW	COL	PIO	TILE	FUNC	DQS	BASETYPE	DRIVE	PULL	SLEW	HYST	CLAMP	ODRAIN	IOLMODE	IOLCFG	OUT	ODDR1	TRI	IN	RX0	RX1	CLKROOT	OROOT	TROOT
D1	7	8	0	A	PICL0_DQS2		LDQS8	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@1,8	F5@49,28	
D10	1	0	47	A	PIOT0			INPUT_LVTTL33	4		FAST	ON	ON				1	0	1	0	0	0	G_HPBX0000@47,1	F6@20,20	V02S0401@47,1
D11	1	0	51	A	PIOT0			INPUT_LVTTL33	4		FAST	ON	ON				1	0	1	0	0	0	G_HPBX0000@51,1	V02S0501@51,1	V06S0003@26,1
D12	1	0	58	A	PIOT0			INPUT_LVTTL33		NONE		ON	ON				0	0	0	1	0	0			
D13	1	0	62	A	PIOT0			INPUT_LVTTL33	4		FAST	ON	ON				1	0	1	0	0	0	G_HPBX0000@62,1	F6@24,20	V06S0003@26,1
D14	2	2	72	D	PICR0		RDQ8	-									1	0	1	0	0	0	G_HPBX0000@71,4	F0@20,18	V02S0301@65,1
D16	2	8	72	A	PICR0_DQS2		RDQS8	OUTPUT_SSTL18_II							IREG_OREG	CEMUX=CE;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@71,8	H02W0201@71,8	
D3	7	2	0	D	PICL0		LDQ8	-									1	0	0	0	0	0	G_HPBX0000@1,4	F3@50,31	
D4	0	0	9	B	PIOT0			-									1	0	0	0	0	0	G_HPBX0000@10,1	V06S0203@10,0	
D5	0	0	13	B	PIOT0			-									1	0	1	0	0	0	G_HPBX0000@14,1	V02S0701@14,1	Q0_SLICE@23,16
D6	0	0	20	B	PIOT0			-									1	0	1	0	0	0	G_HPBX0000@21,1	V02S0501@21,1	Q0_SLICE@23,16
D7	0	0	24	B	PIOT0	GR_PCLK0_0		-									1	0	1	0	0	0	G_HPBX0000@25,1	F2@21,16	V06S0003@26,1
D8	1	0	33	B	PIOT0	PCLKC1_1		-									1	0	0	0	0	0	G_HPBX0000@34,1	F6@31,15	
D9	1	0	40	A	PIOT0			OUTPUT_LVTTL33	8	NONE	FAST		ON	OFF			1	0	0	0	0	0	G_HPBX0000@40,1	V06N0003@1,8	
E1	7	11	0	D	PICL0		LDQ8	-									1	0	0	0	0	0	G_HPBX0000@1,13	F5A_SLICE@49,30	
E10	1	0	47	B	PIOT0			-									1	0	1	0	0	0	G_HPBX0000@48,1	V06S0303@48,0	V06S0003@26,1
E11	1	0	51	B	PIOT0			-									1	0	1	0	0	0	G_HPBX0000@52,1	F0@21,16	V06S0003@26,1
E12	1	0	58	B	PIOT0			-									0	0	0	0	0	0			
E13	1	0	62	B	PIOT0			-									0	0	0	0	0	0			
E14	2	5	72	C	PICR0		RDQ8	-									1	0	0	0	0	0	G_HPBX0000@71,7	H02W0501@71,7	
E15	2	8	72	B	PICR0_DQS2		RDQSN8	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@71,8	F5D_SLICE@70,29	
E16	2	11	72	D	PICR0		RDQ8	-									1	0	0	0	0	0	G_HPBX0000@71,13	H02W0201@71,13	
E2	7	8	0	B	PICL0_DQS2		LDQSN8	OUTPUT_SSTL18_II							IREG_OREG	CEMUX=CE;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@1,8	F7@44,30	
E3	7	5	0	C	PICL0		LDQ8	-									1	0	0	0	0	0	G_HPBX0000@1,7	F5A_SLICE@48,26	
E4	0	0	9	A	PIOT0			OUTPUT_SSTL15_II	4	NONE			ON				1	0	0	0	0	0	G_HPBX0000@9,1	F5@48,24	
E5	0	0	13	A	PIOT0			INPUT_LVTTL33	4		FAST	ON	ON				1	0	1	0	0	0	G_HPBX0000@13,1	V02S0701@13,1	Q0_SLICE@23,16
E6	0	0	20	A	PIOT0			INPUT_LVTTL33	4		FAST	ON	ON				1	0	1	0	0	0	G_HPBX0000@20,1	F6@19,16	Q0_SLICE@23,16
E7	0	0	24	A	PIOT0	GR_PCLK0_1		INPUT_LVTTL33	4		FAST	ON	ON				1	0	1	0	0	0	G_HPBX0000@24,1	V02S0001@24,1	V06S0003@26,1
E8	1	0	33	A	PIOT0	PCLKT1_1		OUTPUT_LVTTL33	8	NONE	FAST		ON	OFF			1	0	0	0	0	0	G_HPBX0000@33,1	F6@28,17	
E9	1	0	40	B	PIOT0			-									1	0	0	0	0	0	G_HPBX0000@41,1	F0@28,17	
F1	7	14	0	A	PICL0		LDQ20	OUTPUT_SSTL18_II							IREG_OREG	CEMUX=CE;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@1,14	F5A_SLICE@49,28	
F12	2	8	72	D	PICR0_DQS2		RDQ8	-									1	0	0	0	0	0	G_HPBX0000@71,10	H06W0303@71,29	
F13	2	8	72	C	PICR0_DQS2		RDQ8	-									1	0	0	0	0	0	G_HPBX0000@71,10	F4@49,26	
F14	2	5	72	D	PICR0		RDQ8	-									1	0	0	0	0	0	G_HPBX0000@71,7	H06W0103@71,27	
F15	2	11	72	C	PICR0		RDQ8	-									1	0	0	0	0	0	G_HPBX0000@71,13	H02W0701@71,13	
F16	2	14	72	A	PICR0		RDQ20	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@71,14	V06N0003@1,8	
F2	7	11	0	C	PICL0		LDQ8	-									1	0	0	0	0	0	G_HPBX0000@1,13	F5C_SLICE@43,30	
F3	7	5	0	D	PICL0		LDQ8	-									1	0	0	0	0	0	G_HPBX0000@1,7	F4@50,31	
F4	7	8	0	C	PICL0_DQS2		LDQ8	-									1	0	0	0	0	0	G_HPBX0000@1,10	H02E0701@1,10	
F5	7	8	0	D	PICL0_DQS2		LDQ8	-									1	0	0	0	0	0	G_HPBX0000@1,10	V06N0003@1,8	
G1	7	20	0	A	PICL0_DQS2	GR_PCLK7_1	LDQS20	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@1,20	F5B_SLICE@43,29	
G12	2	11	72	A	PICR0		RDQ8	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@71,11	F5@56,30	
G13	2	11	72	B	PICR0		RDQ8	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@71,11	H02W0701@71,11	
G14	2	14	72	C	PICR0	VREF1_2	RDQ20	-									1	0	0	0	0	0	G_HPBX0000@71,16	F4@64,27	
G15	2	14	72	B	PICR0		RDQ20	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@71,14	H02W0201@71,14	
G16	2	20	72	A	PICR0_DQS2	GR_PCLK2_1	RDQS20	OUTPUT_SSTL18_II							IREG_OREG	CEMUX=CE;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@71,20	F5@70,29	
G2	7	14	0	B	PICL0		LDQ20	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@1,14	H06E0003@1,27	
G3	7	14	0	C	PICL0	VREF1_7	LDQ20	-									1	0	0	0	0	0	G_HPBX0000@1,16	F4@44,30	
G4	7	11	0	B	PICL0		LDQ8	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@1,11	H02E0501@1,11	
G5	7	11	0	A	PICL0		LDQ8	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@1,11	F5@46,27	
H12	2	17	72	A	PICR0		RDQ20	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX;OUTREG.REGSET=SET	1	0	0	0	0	0	G_HPBX0000@71,17	H02W0701@71,17	
H13	2	17	72	B	PICR0		RDQ20	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX;OUTREG.REGSET=SET	1	0	0	0	0	0	G_HPBX0000@71,17	H06W0203@72,17	
H14	2	14	72	D	PICR0		RDQ20	-									1	0	0	0	0	0	G_HPBX0000@71,16	H02W0701@71,16	
H15	2	20	72	B	PICR0_DQS2		RDQSN20	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@71,20	V06N0003@1,8	
H2	7	20	0	B	PICL0_DQS2		LDQSN20	OUTPUT_SSTL18_II							IREG_OREG	CEMUX=CE;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@1,20	F5D_SLICE@44,29	
H3	7	14	0	D	PICL0		LDQ20	-									1	0	0	0	0	0	G_HPBX0000@1,16	F5D_SLICE@48,26	
H4	7	17	0	B	PICL0		LDQ20	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX;OUTREG.REGSET=SET	1	0	0	0	0	0	G_HPBX0000@1,17	H02E0501@1,17	
H5	7	17	0	A	PICL0		LDQ20	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX;OUTREG.REGSET=SET	1	0	0	0	0	0	G_HPBX0000@1,17	F0@41,30	
J1	7	23	0	A	PICL0	PCLKT7_1	LDQ20	-									0	0	0	0	0	0			
J12	2	17	72	D	PICR0		RDQ20	-									1	0	0	0	0	0	G_HPBX0000@71,19	F1@64,27	
J13	2	17	72	C	PICR0		RDQ20	-									1	0	0	0	0	0	G_HPBX0000@71,19	H02W0301@71,19	
J14	2	20	72	C	PICR0_DQS2	GR_PCLK2_0	RDQ20	-									1	1	0	0	0	0	G_HPBX0000@71,22	Q2_SLICE@19,14	
J15	2	23	72	B	PICR0	PCLKC2_1	RDQ20	OUTPUT_SSTL18_II							IDDRX1_ODDRX1	CEIMUX=1;CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX;LSROMUX=LSRMUX	1	1	0	0	0	0	G_HPBX0000@71,23	H02W0701@71,23	
J16	2	23	72	A	PICR0	PCLKT2_1	RDQ20	OUTPUT_SSTL18_II							IDDRX1_ODDRX1	CEIMUX=1;CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX;LSROMUX=LSRMUX	0	0	0	0	0	0	G_HPBX0100@71,23		
J2	7	23	0	B	PICL0	PCLKC7_1	LDQ20	-							IDDRX1_ODDRX1	CEIMUX=1;CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;DELAY.DEL_VALUE=0100111;GSR=DISABLED;LSRIMUX=LSRMUX;LSROMUX=LSRMUX	0	0	0	0	1	0	G_HPBX0200@1,23		
J3	7	20	0	C	PICL0_DQS2	GR_PCLK7_0	LDQ20	-									0	0	0	0	1	1	G_HPBX0200@1,22		
J4	7	17	0	C	PICL0		LDQ20	-									1	0	0	0	0	0	G_HPBX0000@1,19	F6@43,29	
J5	7	17	0	D	PICL0		LDQ20	-									1	0	0	0	0	0	G_HPBX0000@1,19	F6@43,30	
K1	7	23	0	C	PICL0	PCLKT7_0	LDQ20	-									0	0	0	0	1	1	G_HPBX0200@1,25		
K12	3	29	72	B	PICR0		RDQ32	OUTPUT_SSTL18_II									0	0	0	0	0	0			
K13	3	29	72	A	PICR0	GR_PCLK3_0	RDQ32	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX;OUTREG.REGSET=SET	1	0	0	0	0	0	G_HPBX0000@71,29	F2@61,33	
K14	2	20	72	D	PICR0_DQS2		RDQ20	-									1	1	0	0	0	0	G_HPBX0000@71,22	Q2_SLICE@36,18	
K15	2	23	72	D	PICR0	PCLKC2_0	RDQ20	-									1	1	0	0	0	0	G_HPBX0000@71,25	H02W0501@71,25	
K16	2	23	72	C	PICR0	PCLKT2_0	RDQ20	-									1	1	0	0	0	0	G_HPBX0000@71,25	H02W0701@71,25	
K2	7	23	0	D	PICL0	PCLKC7_0	LDQ20	-									0	0	0	0	1	1	G_HPBX0200@1,25		
K3	7	20	0	D	PICL0_DQS2		LDQ20	-									0	0	0	0	1	1	G_HPBX0200@1,22		
K4	6	29	0	A	PICL0	GR_PCLK6_0	LDQ32	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX;OUTREG.REGSET=SET	1	0	0	0	0	0	G_HPBX0000@1,29	H02E0701@1,29	
K5	6	29	0	B	PICL0		LDQ32	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX;OUTREG.REGSET=SET	1	0	0	0	0	0	G_HPBX0000@1,29	F5@46,28	
L1	6	26	0	A	PICL0	PCLKT6_1	LDQ32	OUTPUT_SSTL18_II							IDDRX1_ODDRX1	CEIMUX=1;CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX;LSROMUX=LSRMUX	0	0	0	0	0	0	G_HPBX0100@1,26		
L12	3	29	72	D	PICR0		RDQ32	-									1	0	0	0	0	0	G_HPBX0000@71,31	F5@50,31	
L13	3	29	72	C	PICR0	GR_PCLK3_1	RDQ32	-									1	0	0	0	0	0	G_HPBX0000@71,31	F4@52,30	
L14	3	32	72	C	PICR0_DQS2		RDQ32	-									1	0	0	0	0	0	G_HPBX0000@71,34	F1@62,31	
L15	3	26	72	B	PICR0	PCLKC3_1	RDQ32	-							IDDRX1_ODDRX1	CEIMUX=1;CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;DELAY.DEL_VALUE=0100111;GSR=DISABLED;LSRIMUX=LSRMUX;LSROMUX=LSRMUX	0	0	0	0	1	1	G_HPBX0100@71,26		
L16	3	26	72	A	PICR0	PCLKT3_1	RDQ32	-							IDDRX1_ODDRX1	CEIMUX=1;CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;DELAY.DEL_VALUE=0100111;GSR=DISABLED;LSRIMUX=LSRMUX;LSROMUX=LSRMUX	0	0	0	0	1	1	G_HPBX0100@71,26		
L2	6	26	0	B	PICL0	PCLKC6_1	LDQ32	OUTPUT_SSTL18_II							IDDRX1_ODDRX1	CEIMUX=1;CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX;LSROMUX=LSRMUX	1	1	0	0	0	0	G_HPBX0000@1,26	Q2_SLICE@2,11	
L3	6	32	0	C	PICL0_DQS2		LDQ32	-									1	0	0	0	0	0	G_HPBX0000@1,34	F3@44,29	
L4	6	29	0	C	PICL0	GR_PCLK6_1	LDQ32	-									1	0	0	0	0	0	G_HPBX0000@1,31	V06N0003@1,8	
L5	6	29	0	D	PICL0		LDQ32	-									1	0	0	0	0	0	G_HPBX0000@1,31	H02E0701@1,31	
M1	6	26	0	C	PICL0	PCLKT6_0	LDQ32	-									1	1	0	0	0	0	G_HPBX0000@1,28	H02E0701@1,28	
M11	3	47	72	A	PICR0		RDQ44	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@71,47	F5@67,31	
M12	3	44	72	C	PICR0_DQS2		RDQ44	-									1	0	0	0	0	0	G_HPBX0000@71,46	H02W0701@71,46	
M13	3	35	72	C	PICR0		RDQ32	-									0	0	0	0	0	0			
M14	3	32	72	D	PICR0_DQS2		RDQ32	-									1	0	0	0	0	0	G_HPBX0000@71,34	H06W0003@71,33	
M15	3	26	72	D	PICR0	PCLKC3_0	RDQ32	-									0	0	0	0	1	1	G_HPBX0100@71,28		
M16	3	26	72	C	PICR0	PCLKT3_0	RDQ32	-									0	0	0	0	0	0			
M2	6	26	0	D	PICL0	PCLKC6_0	LDQ32	-									1	1	0	0	0	0	G_HPBX0000@1,28	Q6_SLICE@2,26	
M3	6	32	0	D	PICL0_DQS2		LDQ32	-									1	0	0	0	0	0	G_HPBX0000@1,34	H02E0701@1,34	
M4	6	35	0	C	PICL0		LDQ32	-									1	0	0	0	0	0	G_HPBX0000@1,37	H02E0701@1,37	
M5	6	44	0	C	PICL0_DQS2		LDQ44	-									1	0	0	0	0	0	G_HPBX0000@1,46	F3@44,30	
M6	6	47	0	A	PICL0		LDQ44	OUTPUT_SSTL18_II									0	0	0	0	0	0			
M7	8	50	9	B	PICB0	D2/IO2		-									1	0	0	0	0	0	G_HPBX0000@10,49	V02N0501@10,49	
M8	8	50	15	B	PICB0	DOUT/CSON		-									1	0	0	0	0	0	G_HPBX0000@16,49	V02N0501@16,49	
M9	8	50	18	A	SPICB0	WRITEN		OUTPUT_LVCMOS25	4	NONE			ON				1	0	0	0	0	0	G_HPBX0000@18,49	F1@43,30	
N1	6	32	0	A	PICL0_DQS2		LDQS32	OUTPUT_SSTL18_II							IREG_OREG	CEMUX=CE;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@1,32	Q0_SLICE@14,35	
N11	3	47	72	B	PICR0		RDQ44	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@71,47	H02W0501@71,47	
N12	3	44	72	D	PICR0_DQS2		RDQ44	-									1	0	0	0	0	0	G_HPBX0000@71,46	H06W0303@72,46	
N13	3	38	72	A	PICR0		RDQ44	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX;OUTREG.REGSET=SET	1	0	0	0	0	0	G_HPBX0000@71,38	F4@62,31	
N14	3	35	72	D	PICR0		RDQ32	-									1	0	0	0	0	0	G_HPBX0000@71,37	F5B_SLICE@43,31	
N16	3	32	72	A	PICR0_DQS2		RDQS32	-									0	0	0	0	0	0			
N3	6	35	0	D	PICL0		LDQ32	-									1	0	0	0	0	0	G_HPBX0000@1,37	F0@52,18	
N4	6	38	0	A	PICL0		LDQ44	OUTPUT_SSTL18_II							IREG_OREG	CEMUX=CE;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@1,38	F4@51,19	
N5	6	44	0	D	PICL0_DQS2		LDQ44	-									1	0	0	0	0	0	G_HPBX0000@1,46	F4@52,18	
N6	6	47	0	B	PICL0		LDQ44	OUTPUT_SSTL18_II							IREG_OREG	CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@1,47	H02E0701@1,47	
N7	8	50	9	A	PICB0	D3/IO3		OUTPUT_LVCMOS25	4	NONE			ON			CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX	1	0	0	0	0	0	G_HPBX0000@9,49	V02N0701@9,49	
N8	8	50	15	A	PICB0	HOLDN/DI/BUSY/CSSPIN/CEN		OUTPUT_LVTTL33	8	NONE			ON	OFF		CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;LSRIMUX=LSRMUX;OUTREG.REGSET=SET	1	0	0	0	0	0	G_HPBX0000@15,49	V01N0101@15,49	
P1	6	35	0	A	PICL0		LDQ32	OUTPUT_SSTL18_II							IDDRX1_ODDRX1	CEIMUX=1;CEOMUX=1;CLKIMUX=CLK;CLKOMUX=CLK;GSR=DISABLED;LSRIMUX=LSRMUX;LSROMUX=LSRMUX	1	1	0	0	0	0	G_HPBX0000@1,35	Q2_SLICE@2,18	
